title,link,type_link,user_name,price,last_month_publish,date_publish,visits,room,bathroom,car_parking,suftace_area,count_photo,urgent_promotion,top_promotion,presale_promotion,address,ad_latitude,ad_longitude,extra_data,description,ad_type,ad_page,date_scraping,source
INMUEBLE NUEVO EN VENTA ACEPTO INFONAVIT FOVISSSTE CREDITOS BANCARIOS Y CONTADOS EN CUAUTITLAN,/a-casas-en-venta/estado-de-mexico/inmueble-nuevo-en-venta-acepto-infonavit-fovissste-creditos-bancarios-y-contados-en-cuautitlan/1003807122840910924265909,a,VIVENTUCASA,1530336,21.0,2020-10-09,96.0,3,4,2,137,23,-,Destacado,-,,19.692172,-99.156015,"['Recámara(s):3', 'Baños:4+', 'Garage:2', 'Terreno:137m2', 'Vendedor(a):Inmobiliaria']",-,regular,5,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,6,2022-07-23,vivanuncios
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,6,2022-07-23,vivanuncios
"Departamentos en Venta en Mitla 378 en Benito Juárez, CDMX ",/d-desarrollo-mitla-378/620edffdcb0e12a4db878953,d,Mitla 378,4235490,0.0,2022-07-01,0.0,23,0,0,70197,6,-,-,Nuevo - Preventa,"Mitla 378, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:70-197m2', 'Recámara(s):2-3', 'Baños:2-3', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:mayo 2023']","Experimenta vivir en un desarrollo que incluye elementos de la mejor calidad en diseño, contando con detalles modernos y un ambiente lleno de armonía. 

Dale un giro a tu vida y la de tus seres queridos. 

En este lugar tu tranquilidad y gozo son la prioridad, es por eso que incluye que incluye todas las comodidades para que vivas como siempre lo has deseado. La colonia Narvarte es una gran zona emblemática de la Ciudad de Mexico dentro de la alcaldía Benito Juarez, donde se concentra una gran cantidad de actividad económica, comercial y servicios de todo tipo. 

Caracterizada por sus hermosas y amplias calles con áreas verdes y avenidas con grandes camellones alineados con palmeras , así como sus casas de estilo arte déco y colonial californiano.

DECA Bienes Raíces",promoted,6,2022-07-23,vivanuncios
"Departamentos en Venta en Select Living Martín Carrera en GAM, CDMX",/d-desarrollo-select-living-martin-carrera/62852ba0cb0e114eee9dc194,d,Select Living Martín Carrera,2222586,0.0,2022-07-01,0.0,2,0,0,98,4,-,-,Nuevo - Preventa,"Av. Gral. Martin Carrera 26, Martín Carrera, Gustavo A. Madero, 07070, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:98m2', 'Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Vivienda Vertical

	 GRUPO UBK",promoted,6,2022-07-23,vivanuncios
Casa en Venta en Encino Real equipada Carretera Nacional en Monterrey,/a-casas-en-venta/monterrey/casa-en-venta-en-encino-real-equipada-carretera-nacional-en-monterrey/1003751021640911305856609,a,New Home Point,4600000,7.0,2021-12-03,26.0,3,3,0,131,8,Urgente,Destacado,-,,25.597642,-100.250012,"['Recámara(s):3', 'Baños:3', 'Terreno:131m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
DEPARTAMENTO EN VENTA EN CUAJIMALPA,/a-departamentos-en-venta/el-yaqui/departamento-en-venta-en-cuajimalpa/1003788422010911222322209,a,DIMA REAL ESTATE BROKERS,5950000,3.0,2022-04-02,18.0,3,2,2,0,13,-,Destacado,-,,19.36252,-99.28301,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
Depto. Nuevo Céntrico 145M2,/a-departamentos-en-venta/tijuana/depto-nuevo-centrico-145m2/1003804350360910988850009,a,Atenas Inmobiliaria,4780000,1.0,2022-06-01,73.0,3,2,2,400,25,-,Destacado,-,,32.53781,-117.05585,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:400m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"GUAD 3rec una puede ser Estar TV Ofna Estudio 1.5baños rec PeriSUR, Adolf Horn en COPPEL a 2  calles",/a-casas-en-venta/santa-cruz-del-valle/guad-3rec-una-puede-ser-estar-tv-ofna-estudio-1-5banos-rec-perisur-adolf-horn-en-coppel-a-2-calles/1003654444780911247792409,a,BR GDL,1138500,1.0,2022-06-01,123.0,3,1,1,69,10,-,Destacado,-,,20.54308,-103.34199,"['Recámara(s):3', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Terreno:69m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
PRE-VENTA CASA EN GUADALAJARA 3REC 3BAÑOS Y ROOF GARDEN EN COTO FRENTE A LA ALBERCA FRAC RESIDENCIAL,/a-casas-en-venta/santa-cruz-del-valle/pre+venta-casa-en-guadalajara-3rec-3banos-y-roof-garden-en-coto-frente-a-la-alberca-frac-residencial/1003660919940911247792409,a,BR GDL,1960800,1.0,2022-06-01,448.0,3,2,2,93,9,-,Destacado,-,,20.5432,-103.34257,"['Recámara(s):3', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:93m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
Vendo Departamento en Guadalajara 2rec Coto con Terraza y Alberca ULTIMOS a 20min de Zona Industrial,/a-departamentos-en-venta/tlajomulco-de-zuniga/vendo-departamento-en-guadalajara-2rec-coto-con-terraza-y-alberca-ultimos-a-20min-de-zona-industrial/1003667937690911247792409,a,BR GDL,808900,1.0,2022-06-01,256.0,2,1,1,59,9,-,Destacado,-,,20.53974,-103.3676,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:59m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
Casa en Guadalajara 15min de Glorieta del Alamo super comoda 3rec con baño dentro COCHERA 1 AUTO,/a-casas-en-venta/santa-cruz-del-valle/casa-en-guadalajara-15min-de-glorieta-del-alamo-super-comoda-3rec-con-bano-dentro-cochera-1-auto/1003668557830911247792409,a,BR GDL,1363700,1.0,2022-06-01,183.0,3,3,1,69,10,-,Destacado,-,,20.54199,-103.34199,"['Recámara(s):3', 'Baños:3', 'Garage:1', 'Terreno:69m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Departamento en Preventa en Park D Luxe, Col. Adolfo Lopez Mateos, 2 recámaras.",/a-departamentos-en-venta/adolfo-lopez-mateos/departamento-en-preventa-en-park-d-luxe-col-adolfo-lopez-mateos-2-recamaras/1003779484190911157330209,a,Park D Luxe,3382182,4.0,2022-03-03,68.0,2,1,1,80,20,-,Destacado,-,,19.369532,-99.297757,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:80m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Departamento en Preventa en Park D Luxe, Col. Adolfo Lopez Mateos, 2 recámaras.",/a-departamentos-en-venta/adolfo-lopez-mateos/departamento-en-preventa-en-park-d-luxe-col-adolfo-lopez-mateos-2-recamaras/1003779472560911157330209,a,Park D Luxe,5374252,4.0,2022-03-03,44.0,3,3,2,164,24,-,Destacado,-,,19.3652,-99.29952,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Terreno:164m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
Pent-house con Vista Espectacular a Santa fe e Interlomas y Acabados De Lujo,/a-departamentos-en-venta/adolfo-lopez-mateos/pent+house-con-vista-espectacular-a-santa-fe-e-interlomas-y-acabados-de-lujo/1003643905360911157330209,a,Park D Luxe,3382182,1.0,2022-06-01,412.0,2,1,2,80,0,-,Destacado,-,,19.3652,-99.29952,"['Recámara(s):2', 'Baños:1', 'Garage:2', 'Terreno:80m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
Pent-house con Vista Espectacular a Santa fe e Interlomas y Acabados De Lujo,/a-departamentos-en-venta/adolfo-lopez-mateos/pent+house-con-vista-espectacular-a-santa-fe-e-interlomas-y-acabados-de-lujo/1003643904550911157330209,a,Park D Luxe,5715089,1.0,2022-06-01,325.0,3,3,2,187,17,-,Destacado,-,,19.3652,-99.29952,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Terreno:187m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
Pent-house con Vista Espectacular a Santa fe e Interlomas y Acabados De Lujo,/a-departamentos-en-venta/adolfo-lopez-mateos/pent+house-con-vista-espectacular-a-santa-fe-e-interlomas-y-acabados-de-lujo/1003643906270911157330209,a,Park D Luxe,5304412,1.0,2022-06-01,279.0,3,2,2,172,17,-,Destacado,-,,19.3652,-99.29952,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Terreno:172m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
BONITO DEPARTAMENTO ELEVADOR VIGILANCIA PRIMER PISO APROVECHE,/a-departamentos-en-venta/colinas-de-san-jose/bonito-departamento-elevador-vigilancia-primer-piso-aproveche/1003788967670911270980909,a,IVAN FABIAN ARIAS,1950000,3.0,2022-04-02,70.0,2,2,1,0,21,-,Destacado,-,,19.52675,-99.09161,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
PRECIOSO PENT HOUSE EN LA DEL VALLE TODO EL PISO A ESTRENAR,/a-departamentos-en-venta/tlacoquemecatl/precioso-pent-house-en-la-del-valle-todo-el-piso-a-estrenar/1003793712190911270980909,a,IVAN FABIAN ARIAS,11778000,2.0,2022-05-02,14.0,3,3,3,0,19,-,Destacado,-,,19.37464,-99.17301,"['Recámara(s):3', 'Baños:3', 'Medio Baños:2', 'Garage:3', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interloma, 3 recámaras",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interloma-3-recamaras/1003710913850911168570009,a,Aurea Residences,12029216,10.0,2021-09-04,45.0,3,3,3,216,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:216m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 3 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-3-recamaras/1003710919420911168570009,a,Aurea Residences,11173007,10.0,2021-09-04,76.0,3,3,3,199,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:199m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 2 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-2-recamaras/1003710910880911168570009,a,Aurea Residences,9450000,10.0,2021-09-04,75.0,2,2,2,169,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:169m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 3 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-3-recamaras/1003710910870911168570009,a,Aurea Residences,13937419,10.0,2021-09-04,64.0,3,3,3,247,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:247m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 3 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-3-recamaras/1003710917730911168570009,a,Aurea Residences,19490746,10.0,2021-09-04,51.0,3,3,3,338,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:338m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 4 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-4-recamaras/1003710919440911168570009,a,Aurea Residences,26269829,10.0,2021-09-04,65.0,4,4,3,515,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:1', 'Garage:3', 'Terreno:515m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 4 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-4-recamaras/1003710917720911168570009,a,Aurea Residences,30734985,10.0,2021-09-04,89.0,4,4,3,589,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:1', 'Garage:3', 'Terreno:589m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Departamento  en Preventa en Corintio Azcapotzalco en CDMX,  2 Recámaras",/a-casas-en-venta/san-francisco-tetecala/departamento-en-preventa-en-corintio-azcapotzalco-en-cdmx-2-recamaras/1003731028570911263830009,a,Corintio Azcapotzalco,2637995,9.0,2021-10-04,68.0,2,2,1,63,20,-,Destacado,-,,19.47908,-99.19269,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:63m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Departamento  en Preventa en Corintio Azcapotzalco en CDMX,  2 Recámaras",/a-casas-en-venta/san-francisco-tetecala/departamento-en-preventa-en-corintio-azcapotzalco-en-cdmx-2-recamaras/1003651114360911263830009,a,Corintio Azcapotzalco,2601851,1.0,2022-06-01,193.0,2,2,1,67,20,-,Destacado,-,,19.47908,-99.19269,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:67m2', 'Vendedor(a):Inmobiliaria']",-,regular,6,2022-07-23,vivanuncios
"Departamentos en Venta en Select Living Martín Carrera en GAM, CDMX",/d-desarrollo-select-living-martin-carrera/62852ba0cb0e114eee9dc194,d,Select Living Martín Carrera,2222586,0.0,2022-07-01,0.0,2,0,0,98,4,-,-,Nuevo - Preventa,"Av. Gral. Martin Carrera 26, Martín Carrera, Gustavo A. Madero, 07070, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:98m2', 'Recámara(s):2', 'Baños:1', 'Medio Baños:1', 'Garage:1', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Vivienda Vertical

	 GRUPO UBK",promoted,7,2022-07-23,vivanuncios
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,7,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,7,2022-07-23,vivanuncios
